SalesOrderNumber,SalesOrderLineNumber,ProductKey,ResellerKey,EmployeeKey,PromotionKey,CurrencyKey,SalesTerritoryKey,OrderDateKey,DueDateKey,ShipDateKey,OrderQuantity,UnitPrice,ExtendedAmount,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber
RS40244,6,21,31,12,1,2,4,20240806,20240827,20240811,1,2660.48,2660.48,0.0,2013.24,2013.24,2660.48,199.54,97.18,TRK241841,RESPO794666
RS40245,6,8,10,11,1,3,5,20250513,20250522,20250523,1,1216.49,1216.49,0.0,956.83,956.83,1216.49,91.24,60.29,TRK884096,RESPO215035
RS40246,6,54,5,12,2,2,4,20240719,20240805,20240721,15,33.08,496.2,24.81,21.77,326.55,471.39,35.35,18.64,TRK233778,RESPO137870
RS40247,4,7,14,8,2,1,3,20240812,20240826,20240819,6,1098.01,6588.06,329.4,904.22,5425.32,6258.66,469.4,280.6,TRK991799,RESPO233370
RS40248,1,32,7,12,1,2,4,20240513,20240526,20240519,6,568.17,3409.02,0.0,500.36,3002.16,3409.02,255.68,111.19,TRK515102,RESPO306612
RS40249,4,8,1,11,3,3,5,20240824,20240905,20240901,6,1216.49,7298.94,729.89,956.83,5740.98,6569.05,492.68,313.49,TRK712957,RESPO200614
RS40250,5,69,40,5,3,1,3,20251201,20251209,20251209,8,23.46,187.68,18.77,14.58,116.64,168.91,12.67,2.67,TRK815795,RESPO952444
RS40251,6,61,5,12,3,2,4,20240211,20240226,20240216,12,36.76,441.12,44.11,22.14,265.68,397.01,29.78,17.91,TRK225128,RESPO923298
RS40252,2,34,2,12,1,2,4,20241009,20241018,20241012,6,538.63,3231.78,0.0,449.62,2697.72,3231.78,242.38,56.04,TRK940390,RESPO312886
RS40252,4,54,8,8,1,4,6,20250110,20250130,20250118,5,33.08,165.4,0.0,21.77,108.85,165.4,12.4,4.83,TRK582874,RESPO889727
RS40253,4,50,3,2,1,1,1,20240605,20240617,20240612,20,27.1,542.0,0.0,13.75,275.0,542.0,40.65,9.73,TRK163380,RESPO417924
RS40254,2,37,38,8,2,1,3,20250327,20250413,20250402,3,596.94,1790.82,89.54,471.59,1414.77,1701.28,127.6,83.0,TRK734031,RESPO907623
RS40255,4,29,13,14,1,1,2,20241105,20241115,20241109,4,533.41,2133.64,0.0,503.82,2015.28,2133.64,160.02,80.34,TRK987629,RESPO277149
RS40255,6,18,25,12,1,2,4,20240530,20240608,20240606,1,381.25,381.25,0.0,312.58,312.58,381.25,28.59,9.13,TRK786341,RESPO681755
RS40256,1,35,21,11,1,4,6,20250611,20250626,20250620,2,546.42,1092.84,0.0,467.94,935.88,1092.84,81.96,48.91,TRK722978,RESPO820626
RS40257,6,13,40,8,2,1,3,20241114,20241130,20241122,2,417.24,834.48,41.72,301.9,603.8,792.76,59.46,37.07,TRK376477,RESPO331319
RS40257,2,44,13,6,2,1,2,20241015,20241105,20241022,2,576.77,1153.54,57.68,461.7,923.4,1095.86,82.19,52.77,TRK799096,RESPO160401
RS40258,6,69,24,4,1,4,6,20240726,20240805,20240729,8,23.46,187.68,0.0,14.58,116.64,187.68,14.08,9.05,TRK182507,RESPO840720
RS40259,6,68,24,8,1,4,6,20240930,20241013,20241006,12,23.53,282.36,0.0,13.97,167.64,282.36,21.18,7.89,TRK623637,RESPO446895
RS40260,2,52,30,11,3,3,5,20251012,20251025,20251019,20,15.56,311.2,31.12,8.05,161.0,280.08,21.01,7.49,TRK691729,RESPO595125
RS40260,4,51,18,4,2,1,1,20250529,20250608,20250604,20,5.31,106.2,5.31,2.07,41.4,100.89,7.57,2.86,TRK232616,RESPO182919
RS40260,5,44,12,11,1,3,5,20240109,20240130,20240115,3,576.77,1730.31,0.0,461.7,1385.1,1730.31,129.77,60.64,TRK632724,RESPO191790
RS40261,4,24,22,13,2,4,6,20241126,20241209,20241202,4,1646.67,6586.68,329.33,1464.07,5856.28,6257.35,469.3,266.12,TRK985249,RESPO568382
RS40262,6,15,12,9,1,3,5,20241009,20241025,20241012,1,410.41,410.41,0.0,315.14,315.14,410.41,30.78,8.12,TRK378601,RESPO290413
RS40263,2,16,25,12,4,2,4,20240928,20241017,20241002,1,407.91,407.91,61.19,321.39,321.39,346.72,26.0,13.1,TRK535637,RESPO956244
RS40264,5,39,8,13,3,4,6,20240806,20240819,20240811,3,1830.33,5490.99,549.1,1472.24,4416.72,4941.89,370.64,198.39,TRK789738,RESPO907738
RS40265,1,29,30,1,3,3,5,20240131,20240214,20240210,6,533.41,3200.46,320.05,503.82,3022.92,2880.41,216.03,97.06,TRK961878,RESPO473573
RS40265,5,19,11,5,1,1,3,20250716,20250727,20250723,1,2711.94,2711.94,0.0,2212.17,2212.17,2711.94,203.4,83.07,TRK264016,RESPO319273
RS40266,6,36,24,12,1,4,6,20250601,20250618,20250610,2,537.0,1074.0,0.0,520.44,1040.88,1074.0,80.55,46.09,TRK150970,RESPO217889
RS40267,3,25,32,12,3,2,4,20251123,20251214,20251127,6,1797.15,10782.9,1078.29,1485.17,8911.02,9704.61,727.85,154.17,TRK333375,RESPO566311
RS40268,4,58,30,9,1,3,5,20251129,20251206,20251202,15,37.61,564.15,0.0,23.3,349.5,564.15,42.31,14.86,TRK392193,RESPO164954
RS40268,3,46,3,2,3,1,1,20240305,20240322,20240315,4,500.88,2003.52,200.35,470.4,1881.6,1803.17,135.24,28.6,TRK790262,RESPO147846
RS40269,2,4,3,2,3,1,1,20240701,20240713,20240710,4,1683.4,6733.6,673.36,1307.47,5229.88,6060.24,454.52,245.63,TRK794752,RESPO987810
RS40270,1,16,13,13,2,1,2,20240820,20240908,20240825,1,407.91,407.91,20.4,321.39,321.39,387.51,29.06,18.94,TRK900130,RESPO517329
RS40271,3,12,34,8,3,4,6,20240722,20240803,20240726,2,1157.64,2315.28,231.53,897.63,1795.26,2083.75,156.28,40.13,TRK643264,RESPO913239
RS40271,2,23,26,5,2,1,3,20250812,20250824,20250816,5,1640.7,8203.5,410.18,1453.1,7265.5,7793.32,584.5,315.0,TRK854069,RESPO491673
RS40271,4,46,40,5,1,1,3,20240603,20240613,20240608,2,500.88,1001.76,0.0,470.4,940.8,1001.76,75.13,37.46,TRK647579,RESPO732700
RS40271,2,23,39,5,1,1,3,20250430,20250519,20250507,3,1640.7,4922.1,0.0,1453.1,4359.3,4922.1,369.16,192.91,TRK336455,RESPO235478
RS40272,1,55,15,8,1,1,3,20240205,20240220,20240214,5,35.02,175.1,0.0,23.6,118.0,175.1,13.13,5.5,TRK147774,RESPO636294
RS40273,1,50,12,15,3,3,5,20240611,20240619,20240613,5,27.1,135.5,13.55,13.75,68.75,121.95,9.15,5.37,TRK615262,RESPO230737
RS40273,6,51,10,1,2,3,5,20250720,20250804,20250724,10,5.31,53.1,2.66,2.07,20.7,50.44,3.78,1.15,TRK840385,RESPO193994
RS40274,3,56,32,12,3,2,4,20250216,20250225,20250220,15,37.4,561.0,56.1,21.17,317.55,504.9,37.87,16.03,TRK320012,RESPO327216
RS40275,3,19,10,9,1,3,5,20251011,20251020,20251018,6,2711.94,16271.64,0.0,2212.17,13273.02,16271.64,1220.37,304.52,TRK687426,RESPO802916
RS40276,5,20,37,6,2,1,2,20241228,20250109,20250102,2,2725.25,5450.5,272.53,2197.87,4395.74,5177.97,388.35,151.07,TRK489641,RESPO787959
RS40277,6,50,4,12,3,2,4,20250505,20250513,20250515,20,27.1,542.0,54.2,13.75,275.0,487.8,36.59,22.08,TRK158114,RESPO384747
RS40278,5,63,26,8,3,1,3,20240107,20240118,20240110,5,32.46,162.3,16.23,21.38,106.9,146.07,10.96,4.67,TRK784931,RESPO688969
RS40279,5,20,21,1,1,4,6,20250129,20250217,20250204,6,2725.25,16351.5,0.0,2197.87,13187.22,16351.5,1226.36,345.15,TRK796223,RESPO518692
RS40280,3,61,15,8,1,1,3,20241010,20241021,20241013,12,36.76,441.12,0.0,22.14,265.68,441.12,33.08,18.83,TRK938108,RESPO282745
RS40281,6,48,5,12,4,2,4,20241001,20241013,20241008,4,496.93,1987.72,298.16,452.27,1809.08,1689.56,126.72,29.6,TRK549068,RESPO384813
RS40282,3,12,2,12,4,2,4,20250828,20250916,20250901,5,1157.64,5788.2,868.23,897.63,4488.15,4919.97,369.0,129.08,TRK163122,RESPO600338
RS40283,6,18,1,1,1,3,5,20240611,20240625,20240614,3,381.25,1143.75,0.0,312.58,937.74,1143.75,85.78,43.84,TRK242559,RESPO864374
RS40284,5,20,6,10,3,1,2,20250808,20250821,20250817,1,2725.25,2725.25,272.53,2197.87,2197.87,2452.72,183.95,57.71,TRK657821,RESPO694049
RS40285,4,52,30,1,4,3,5,20250430,20250521,20250509,15,15.56,233.4,35.01,8.05,120.75,198.39,14.88,4.47,TRK342561,RESPO183784
RS40286,3,24,39,5,2,1,3,20251122,20251210,20251202,4,1646.67,6586.68,329.33,1464.07,5856.28,6257.35,469.3,261.32,TRK660741,RESPO751834
RS40286,6,70,31,12,1,2,4,20251014,20251030,20251020,10,26.27,262.7,0.0,13.17,131.7,262.7,19.7,12.55,TRK312876,RESPO220888
RS40287,5,12,39,8,1,1,3,20240201,20240218,20240208,3,1157.64,3472.92,0.0,897.63,2692.89,3472.92,260.47,168.03,TRK290514,RESPO344501
RS40288,3,19,8,1,1,4,6,20240311,20240325,20240319,2,2711.94,5423.88,0.0,2212.17,4424.34,5423.88,406.79,148.18,TRK385514,RESPO396525
RS40289,5,59,37,10,1,1,2,20240221,20240306,20240229,12,34.14,409.68,0.0,22.49,269.88,409.68,30.73,6.16,TRK421042,RESPO424205
RS40289,1,56,35,13,1,1,2,20250403,20250416,20250408,12,37.4,448.8,0.0,21.17,254.04,448.8,33.66,16.05,TRK504390,RESPO464441
RS40290,2,5,28,10,1,1,2,20250220,20250306,20250225,3,1564.21,4692.63,0.0,1294.67,3884.01,4692.63,351.95,110.51,TRK139463,RESPO717467
RS40291,6,35,25,12,1,2,4,20250420,20250506,20250427,5,546.42,2732.1,0.0,467.94,2339.7,2732.1,204.91,83.19,TRK244025,RESPO696964
RS40292,2,29,25,12,1,2,4,20250114,20250126,20250121,2,533.41,1066.82,0.0,503.82,1007.64,1066.82,80.01,38.17,TRK215471,RESPO269357
RS40292,3,21,34,8,2,4,6,20250312,20250328,20250318,4,2660.48,10641.92,532.1,2013.24,8052.96,10109.82,758.24,257.7,TRK649999,RESPO750919
RS40293,3,43,36,8,3,1,3,20250227,20250318,20250305,3,1688.85,5066.55,506.66,1415.45,4246.35,4559.89,341.99,173.33,TRK406351,RESPO881534
RS40294,5,40,15,8,3,1,3,20241108,20241124,20241113,1,1651.91,1651.91,165.19,1421.92,1421.92,1486.72,111.5,54.15,TRK889558,RESPO736968
RS40295,4,34,16,11,1,3,5,20240819,20240830,20240821,5,538.63,2693.15,0.0,449.62,2248.1,2693.15,201.99,94.59,TRK651366,RESPO895943
RS40296,6,22,36,5,1,1,3,20241202,20241216,20241207,2,2464.01,4928.02,0.0,2097.84,4195.68,4928.02,369.6,160.25,TRK703580,RESPO801505
RS40297,5,67,35,14,1,1,2,20240610,20240624,20240614,10,49.63,496.3,0.0,28.93,289.3,496.3,37.22,9.24,TRK164176,RESPO824851
RS40298,2,15,12,15,1,3,5,20241104,20241115,20241112,1,410.41,410.41,0.0,315.14,315.14,410.41,30.78,19.07,TRK488543,RESPO453032
RS40299,3,17,31,12,1,2,4,20240213,20240226,20240216,1,391.05,391.05,0.0,333.47,333.47,391.05,29.33,10.0,TRK255589,RESPO858680
RS40299,2,29,40,5,1,1,3,20241230,20250117,20250108,1,533.41,533.41,0.0,503.82,503.82,533.41,40.01,9.99,TRK449509,RESPO512596
RS40300,4,68,23,7,1,1,1,20241204,20241211,20241214,15,23.53,352.95,0.0,13.97,209.55,352.95,26.47,12.49,TRK551143,RESPO945324
RS40301,3,28,6,3,2,1,2,20250719,20250801,20250727,3,1800.62,5401.86,270.09,1544.51,4633.53,5131.77,384.88,130.56,TRK332036,RESPO188753
RS40302,4,29,5,12,3,2,4,20241030,20241108,20241103,1,533.41,533.41,53.34,503.82,503.82,480.07,36.01,22.16,TRK135112,RESPO999652
RS40303,1,25,16,11,1,3,5,20240928,20241009,20241003,4,1797.15,7188.6,0.0,1485.17,5940.68,7188.6,539.14,210.12,TRK795505,RESPO572658
RS40303,6,54,38,8,3,1,3,20240203,20240215,20240207,15,33.08,496.2,49.62,21.77,326.55,446.58,33.49,15.33,TRK696724,RESPO394209
RS40304,3,7,25,12,1,2,4,20251109,20251117,20251118,6,1098.01,6588.06,0.0,904.22,5425.32,6588.06,494.1,323.01,TRK376295,RESPO297471
RS40304,3,39,3,2,1,1,1,20240821,20240828,20240825,3,1830.33,5490.99,0.0,1472.24,4416.72,5490.99,411.82,185.48,TRK269855,RESPO954659
RS40304,2,36,36,8,1,1,3,20250404,20250414,20250409,4,537.0,2148.0,0.0,520.44,2081.76,2148.0,161.1,88.73,TRK239960,RESPO645588
RS40304,2,30,10,1,1,3,5,20241204,20241214,20241206,2,532.71,1065.42,0.0,476.63,953.26,1065.42,79.91,30.94,TRK340880,RESPO123033
RS40305,4,26,15,8,1,1,3,20240310,20240329,20240319,4,1722.43,6889.72,0.0,1447.45,5789.8,6889.72,516.73,280.36,TRK482940,RESPO955412
RS40305,3,57,1,15,3,3,5,20250916,20250926,20250918,8,35.28,282.24,28.22,20.87,166.96,254.02,19.05,9.23,TRK281991,RESPO391497
RS40305,5,27,24,1,3,4,6,20240626,20240715,20240702,1,1693.38,1693.38,169.34,1624.05,1624.05,1524.04,114.3,71.41,TRK955705,RESPO611323
RS40306,4,31,11,5,1,1,3,20240514,20240522,20240516,2,607.14,1214.28,0.0,496.89,993.78,1214.28,91.07,20.2,TRK195280,RESPO576283
RS40306,6,21,11,5,1,1,3,20250117,20250130,20250123,3,2660.48,7981.44,0.0,2013.24,6039.72,7981.44,598.61,136.06,TRK792640,RESPO673009
RS40307,1,14,30,15,2,3,5,20250522,20250607,20250526,6,363.46,2180.76,109.04,290.0,1740.0,2071.72,155.38,54.36,TRK376519,RESPO152477
RS40308,6,47,25,12,3,2,4,20250327,20250405,20250403,5,559.21,2796.05,279.61,455.26,2276.3,2516.44,188.73,51.32,TRK630358,RESPO167202
RS40309,4,20,12,11,1,3,5,20250821,20250909,20250831,5,2725.25,13626.25,0.0,2197.87,10989.35,13626.25,1021.97,577.32,TRK395433,RESPO847227
RS40310,1,65,17,6,1,1,2,20251004,20251023,20251008,8,49.64,397.12,0.0,28.43,227.44,397.12,29.78,8.56,TRK204574,RESPO236305
RS40311,6,12,6,3,1,1,2,20250609,20250624,20250617,1,1157.64,1157.64,0.0,897.63,897.63,1157.64,86.82,19.06,TRK946559,RESPO878826
RS40312,6,7,40,5,3,1,3,20250511,20250601,20250516,4,1098.01,4392.04,439.2,904.22,3616.88,3952.84,296.46,99.6,TRK727325,RESPO258388
RS40313,1,14,23,7,2,1,1,20241229,20250112,20250101,5,363.46,1817.3,90.87,290.0,1450.0,1726.43,129.48,36.66,TRK281050,RESPO284028
RS40314,1,64,10,15,1,3,5,20240813,20240825,20240819,20,32.57,651.4,0.0,23.51,470.2,651.4,48.85,22.48,TRK256923,RESPO251353
RS40315,2,49,8,3,2,4,6,20240923,20241014,20240928,4,576.65,2306.6,115.33,463.15,1852.6,2191.27,164.35,78.2,TRK875985,RESPO871689
RS40315,1,70,1,9,4,3,5,20241028,20241108,20241107,8,26.27,210.16,31.52,13.17,105.36,178.64,13.4,4.57,TRK981451,RESPO643754
RS40316,3,66,32,12,1,2,4,20240122,20240207,20240130,5,45.36,226.8,0.0,25.09,125.45,226.8,17.01,9.79,TRK903162,RESPO632138
RS40317,6,10,23,7,1,1,1,20251129,20251220,20251203,3,1246.82,3740.46,0.0,874.99,2624.97,3740.46,280.53,114.78,TRK516558,RESPO547887
RS40318,3,21,14,8,1,1,3,20240708,20240727,20240712,4,2660.48,10641.92,0.0,2013.24,8052.96,10641.92,798.14,328.11,TRK267791,RESPO476116
RS40319,5,20,37,3,1,1,2,20250212,20250221,20250214,4,2725.25,10901.0,0.0,2197.87,8791.48,10901.0,817.57,296.78,TRK785894,RESPO486804
RS40319,4,21,37,6,1,1,2,20240314,20240324,20240316,5,2660.48,13302.4,0.0,2013.24,10066.2,13302.4,997.68,349.72,TRK259000,RESPO720140
RS40320,6,41,21,13,2,4,6,20250215,20250305,20250219,6,1733.34,10400.04,520.0,1425.74,8554.44,9880.04,741.0,228.63,TRK777120,RESPO528453
RS40321,5,38,12,9,1,3,5,20240318,20240325,20240328,1,1759.17,1759.17,0.0,1457.25,1457.25,1759.17,131.94,47.03,TRK456140,RESPO201812
RS40322,2,27,13,3,2,1,2,20240211,20240229,20240215,2,1693.38,3386.76,169.34,1624.05,3248.1,3217.42,241.31,53.17,TRK167352,RESPO958702
RS40323,3,23,6,6,3,1,2,20240626,20240711,20240629,1,1640.7,1640.7,164.07,1453.1,1453.1,1476.63,110.75,62.57,TRK845777,RESPO490583
RS40324,1,20,35,13,1,1,2,20250526,20250603,20250529,5,2725.25,13626.25,0.0,2197.87,10989.35,13626.25,1021.97,677.23,TRK656624,RESPO442587
RS40324,6,69,17,3,1,1,2,20241108,20241115,20241110,12,23.46,281.52,0.0,14.58,174.96,281.52,21.11,11.61,TRK933211,RESPO507127
RS40325,3,65,12,15,2,3,5,20250506,20250525,20250514,12,49.64,595.68,29.78,28.43,341.16,565.9,42.44,13.33,TRK768787,RESPO521240
RS40326,6,52,19,12,1,2,4,20250321,20250330,20250324,20,15.56,311.2,0.0,8.05,161.0,311.2,23.34,12.56,TRK740171,RESPO247754
RS40327,3,19,28,6,1,1,2,20240118,20240127,20240124,1,2711.94,2711.94,0.0,2212.17,2212.17,2711.94,203.4,69.69,TRK657734,RESPO327497
RS40328,1,37,8,12,3,4,6,20250804,20250812,20250813,4,596.94,2387.76,238.78,471.59,1886.36,2148.98,161.17,90.34,TRK744871,RESPO568203
RS40329,2,53,10,11,2,3,5,20240408,20240416,20240418,15,33.96,509.4,25.47,22.5,337.5,483.93,36.29,18.3,TRK120869,RESPO159782
RS40330,3,56,15,8,1,1,3,20240621,20240712,20240626,12,37.4,448.8,0.0,21.17,254.04,448.8,33.66,17.83,TRK884330,RESPO269128
RS40331,3,44,35,6,1,1,2,20240408,20240427,20240412,5,576.77,2883.85,0.0,461.7,2308.5,2883.85,216.29,43.65,TRK383275,RESPO356137
RS40332,4,31,34,9,1,4,6,20241229,20250118,20250102,6,607.14,3642.84,0.0,496.89,2981.34,3642.84,273.21,125.17,TRK792044,RESPO916162
RS40333,4,8,37,3,1,1,2,20250318,20250408,20250323,4,1216.49,4865.96,0.0,956.83,3827.32,4865.96,364.95,100.92,TRK999462,RESPO338171
RS40334,6,27,12,15,3,3,5,20240727,20240804,20240806,6,1693.38,10160.28,1016.03,1624.05,9744.3,9144.25,685.82,205.81,TRK452554,RESPO765845
RS40335,3,70,8,15,1,4,6,20250410,20250429,20250413,12,26.27,315.24,0.0,13.17,158.04,315.24,23.64,5.88,TRK100860,RESPO177998
RS40336,6,20,13,14,1,1,2,20240819,20240903,20240829,2,2725.25,5450.5,0.0,2197.87,4395.74,5450.5,408.79,218.52,TRK866603,RESPO334677
RS40337,6,24,23,4,2,1,1,20240305,20240323,20240307,6,1646.67,9880.02,494.0,1464.07,8784.42,9386.02,703.95,314.36,TRK525785,RESPO605705
RS40337,2,50,32,12,1,2,4,20251006,20251013,20251016,20,27.1,542.0,0.0,13.75,275.0,542.0,40.65,21.85,TRK648034,RESPO205330
RS40338,4,32,18,2,1,1,1,20250913,20251004,20250923,5,568.17,2840.85,0.0,500.36,2501.8,2840.85,213.06,86.82,TRK828543,RESPO216044
RS40339,4,54,23,7,2,1,1,20250708,20250717,20250710,15,33.08,496.2,24.81,21.77,326.55,471.39,35.35,18.5,TRK850980,RESPO961833
RS40339,5,51,10,15,2,3,5,20250212,20250304,20250219,10,5.31,53.1,2.66,2.07,20.7,50.44,3.78,1.7,TRK702665,RESPO969723
RS40340,2,18,7,12,1,2,4,20250923,20251005,20250930,4,381.25,1525.0,0.0,312.58,1250.32,1525.0,114.38,49.95,TRK334373,RESPO731603
RS40340,5,56,18,7,1,1,1,20250331,20250420,20250402,20,37.4,748.0,0.0,21.17,423.4,748.0,56.1,30.55,TRK566670,RESPO381141
RS40341,5,19,31,12,2,2,4,20241107,20241120,20241116,4,2711.94,10847.76,542.39,2212.17,8848.68,10305.37,772.9,177.28,TRK122642,RESPO689756
RS40342,5,59,1,11,2,3,5,20240918,20240929,20240926,20,34.14,682.8,34.14,22.49,449.8,648.66,48.65,22.42,TRK389196,RESPO178924
RS40343,4,25,33,14,3,1,2,20240425,20240510,20240502,5,1797.15,8985.75,898.58,1485.17,7425.85,8087.17,606.54,237.63,TRK316277,RESPO518033
RS40344,3,69,38,5,1,1,3,20250821,20250828,20250825,12,23.46,281.52,0.0,14.58,174.96,281.52,21.11,9.48,TRK795081,RESPO771098
RS40344,2,51,33,3,4,1,2,20240501,20240514,20240505,10,5.31,53.1,7.96,2.07,20.7,45.14,3.39,2.0,TRK580961,RESPO140983
RS40345,3,52,26,8,2,1,3,20240303,20240318,20240309,15,15.56,233.4,11.67,8.05,120.75,221.73,16.63,3.47,TRK475987,RESPO645347
RS40345,1,29,7,12,3,2,4,20250809,20250821,20250818,5,533.41,2667.05,266.71,503.82,2519.1,2400.34,180.03,82.68,TRK419942,RESPO799145
RS40345,1,31,35,14,2,1,2,20240925,20241010,20241002,5,607.14,3035.7,151.78,496.89,2484.45,2883.92,216.29,127.38,TRK536201,RESPO348053
RS40346,3,20,1,15,3,3,5,20240218,20240307,20240226,3,2725.25,8175.75,817.58,2197.87,6593.61,7358.17,551.86,110.54,TRK896678,RESPO811799
RS40347,3,14,26,8,1,1,3,20250101,20250120,20250106,6,363.46,2180.76,0.0,290.0,1740.0,2180.76,163.56,62.28,TRK965565,RESPO559564
RS40347,1,38,35,13,2,1,2,20250529,20250615,20250601,4,1759.17,7036.68,351.83,1457.25,5829.0,6684.85,501.36,278.36,TRK656604,RESPO595037
RS40347,1,54,11,5,1,1,3,20240727,20240803,20240801,5,33.08,165.4,0.0,21.77,108.85,165.4,12.4,4.96,TRK384566,RESPO409986
RS40348,3,33,20,9,2,3,5,20240214,20240227,20240224,5,593.93,2969.65,148.48,507.46,2537.3,2821.17,211.59,81.16,TRK520341,RESPO958259
RS40348,5,22,24,5,1,4,6,20240509,20240525,20240517,1,2464.01,2464.01,0.0,2097.84,2097.84,2464.01,184.8,47.04,TRK600890,RESPO243578
RS40349,2,55,21,13,1,4,6,20240704,20240714,20240710,8,35.02,280.16,0.0,23.6,188.8,280.16,21.01,5.43,TRK560929,RESPO931655
RS40350,3,34,2,12,1,2,4,20250202,20250214,20250207,3,538.63,1615.89,0.0,449.62,1348.86,1615.89,121.19,41.41,TRK729965,RESPO558304
RS40350,2,22,21,2,1,4,6,20241116,20241127,20241123,2,2464.01,4928.02,0.0,2097.84,4195.68,4928.02,369.6,74.97,TRK864049,RESPO464587
RS40350,4,14,14,5,3,1,3,20250902,20250911,20250906,6,363.46,2180.76,218.08,290.0,1740.0,1962.68,147.2,33.31,TRK195844,RESPO171292
RS40350,5,31,31,12,4,2,4,20250521,20250607,20250531,6,607.14,3642.84,546.43,496.89,2981.34,3096.41,232.23,63.47,TRK867040,RESPO358348
RS40351,6,45,40,8,2,1,3,20250721,20250801,20250725,6,499.27,2995.62,149.78,427.6,2565.6,2845.84,213.44,75.03,TRK814361,RESPO982584
RS40352,3,18,23,7,1,1,1,20240428,20240514,20240501,3,381.25,1143.75,0.0,312.58,937.74,1143.75,85.78,56.29,TRK570419,RESPO169793
RS40353,3,44,4,12,3,2,4,20240218,20240303,20240227,5,576.77,2883.85,288.38,461.7,2308.5,2595.47,194.66,71.93,TRK422181,RESPO382323
RS40353,6,30,31,12,1,2,4,20240524,20240611,20240530,6,532.71,3196.26,0.0,476.63,2859.78,3196.26,239.72,81.23,TRK217582,RESPO973743
RS40354,5,16,30,11,1,3,5,20250807,20250817,20250809,5,407.91,2039.55,0.0,321.39,1606.95,2039.55,152.97,63.39,TRK449563,RESPO342606
RS40355,1,66,32,12,1,2,4,20250626,20250714,20250701,8,45.36,362.88,0.0,25.09,200.72,362.88,27.22,8.21,TRK351286,RESPO965597
RS40356,5,24,34,7,1,4,6,20250602,20250610,20250609,1,1646.67,1646.67,0.0,1464.07,1464.07,1646.67,123.5,55.53,TRK932992,RESPO282544
RS40357,1,70,31,12,1,2,4,20250722,20250803,20250726,8,26.27,210.16,0.0,13.17,105.36,210.16,15.76,6.35,TRK228164,RESPO566794
RS40358,5,53,20,11,1,3,5,20241201,20241208,20241204,20,33.96,679.2,0.0,22.5,450.0,679.2,50.94,27.52,TRK636749,RESPO691947
RS40359,1,46,7,12,1,2,4,20241026,20241113,20241104,6,500.88,3005.28,0.0,470.4,2822.4,3005.28,225.4,74.45,TRK564197,RESPO878365
RS40359,2,21,25,12,3,2,4,20241113,20241129,20241119,5,2660.48,13302.4,1330.24,2013.24,10066.2,11972.16,897.91,273.65,TRK494338,RESPO759664
RS40360,1,34,28,10,2,1,2,20250811,20250819,20250813,1,538.63,538.63,26.93,449.62,449.62,511.7,38.38,18.17,TRK658121,RESPO724508
RS40360,6,44,36,8,2,1,3,20250628,20250716,20250705,2,576.77,1153.54,57.68,461.7,923.4,1095.86,82.19,51.18,TRK271678,RESPO199824
RS40361,3,70,6,14,2,1,2,20241024,20241106,20241030,12,26.27,315.24,15.76,13.17,158.04,299.48,22.46,13.97,TRK871880,RESPO639596
RS40362,5,39,34,10,2,4,6,20250413,20250504,20250420,6,1830.33,10981.98,549.1,1472.24,8833.44,10432.88,782.47,369.32,TRK963906,RESPO912783
RS40362,1,43,32,12,1,2,4,20250614,20250623,20250618,5,1688.85,8444.25,0.0,1415.45,7077.25,8444.25,633.32,345.93,TRK174928,RESPO562534
RS40363,4,60,38,5,1,1,3,20250707,20250728,20250710,8,35.89,287.12,0.0,20.78,166.24,287.12,21.53,6.19,TRK584570,RESPO115087
RS40363,2,68,22,5,3,4,6,20240411,20240424,20240420,10,23.53,235.3,23.53,13.97,139.7,211.77,15.88,9.03,TRK897493,RESPO267642
RS40364,5,51,34,9,1,4,6,20240810,20240822,20240818,5,5.31,26.55,0.0,2.07,10.35,26.55,1.99,0.99,TRK990158,RESPO662431
RS40365,3,11,8,10,2,4,6,20250518,20250603,20250520,2,1246.13,2492.26,124.61,980.12,1960.24,2367.65,177.57,104.65,TRK960950,RESPO123764
RS40366,4,22,40,5,1,1,3,20240218,20240310,20240226,4,2464.01,9856.04,0.0,2097.84,8391.36,9856.04,739.2,275.62,TRK713627,RESPO317816
RS40367,1,48,15,5,3,1,3,20241116,20241205,20241125,6,496.93,2981.58,298.16,452.27,2713.62,2683.42,201.26,110.18,TRK885385,RESPO112466
RS40368,5,25,21,3,1,4,6,20240504,20240512,20240506,6,1797.15,10782.9,0.0,1485.17,8911.02,10782.9,808.72,207.73,TRK360696,RESPO999310
RS40369,2,17,35,14,1,1,2,20251023,20251110,20251031,4,391.05,1564.2,0.0,333.47,1333.88,1564.2,117.31,70.88,TRK144315,RESPO701848
RS40370,3,68,4,12,3,2,4,20250529,20250605,20250602,15,23.53,352.95,35.3,13.97,209.55,317.65,23.82,12.74,TRK413877,RESPO322484
RS40371,4,27,30,15,3,3,5,20250627,20250706,20250706,1,1693.38,1693.38,169.34,1624.05,1624.05,1524.04,114.3,49.33,TRK182696,RESPO327575
RS40372,5,66,23,7,1,1,1,20240908,20240915,20240910,15,45.36,680.4,0.0,25.09,376.35,680.4,51.03,15.18,TRK757070,RESPO450081
