Date,Year,Month Number,Month,Month Year,Quarter,Year-Month,Day,Weekday,Weekday Number
2010-09-02,2010,9,Sep,Sep 2010,Q3,2010-09,2,Thu,4
2010-09-03,2010,9,Sep,Sep 2010,Q3,2010-09,3,Fri,5
2010-09-04,2010,9,Sep,Sep 2010,Q3,2010-09,4,Sat,6
2010-09-05,2010,9,Sep,Sep 2010,Q3,2010-09,5,Sun,7
2010-09-06,2010,9,Sep,Sep 2010,Q3,2010-09,6,Mon,1
2010-09-07,2010,9,Sep,Sep 2010,Q3,2010-09,7,Tue,2
2010-09-08,2010,9,Sep,Sep 2010,Q3,2010-09,8,Wed,3
2010-09-09,2010,9,Sep,Sep 2010,Q3,2010-09,9,Thu,4
2010-09-10,2010,9,Sep,Sep 2010,Q3,2010-09,10,Fri,5
2010-09-11,2010,9,Sep,Sep 2010,Q3,2010-09,11,Sat,6
2010-09-12,2010,9,Sep,Sep 2010,Q3,2010-09,12,Sun,7
2010-09-13,2010,9,Sep,Sep 2010,Q3,2010-09,13,Mon,1
2010-09-14,2010,9,Sep,Sep 2010,Q3,2010-09,14,Tue,2
2010-09-15,2010,9,Sep,Sep 2010,Q3,2010-09,15,Wed,3
2010-09-16,2010,9,Sep,Sep 2010,Q3,2010-09,16,Thu,4
2010-09-17,2010,9,Sep,Sep 2010,Q3,2010-09,17,Fri,5
2010-09-18,2010,9,Sep,Sep 2010,Q3,2010-09,18,Sat,6
2010-09-19,2010,9,Sep,Sep 2010,Q3,2010-09,19,Sun,7
2010-09-20,2010,9,Sep,Sep 2010,Q3,2010-09,20,Mon,1
2010-09-21,2010,9,Sep,Sep 2010,Q3,2010-09,21,Tue,2
2010-09-22,2010,9,Sep,Sep 2010,Q3,2010-09,22,Wed,3
2010-09-23,2010,9,Sep,Sep 2010,Q3,2010-09,23,Thu,4
2010-09-24,2010,9,Sep,Sep 2010,Q3,2010-09,24,Fri,5
2010-09-25,2010,9,Sep,Sep 2010,Q3,2010-09,25,Sat,6
2010-09-26,2010,9,Sep,Sep 2010,Q3,2010-09,26,Sun,7
2010-09-27,2010,9,Sep,Sep 2010,Q3,2010-09,27,Mon,1
2010-09-28,2010,9,Sep,Sep 2010,Q3,2010-09,28,Tue,2
2010-09-29,2010,9,Sep,Sep 2010,Q3,2010-09,29,Wed,3
2010-09-30,2010,9,Sep,Sep 2010,Q3,2010-09,30,Thu,4
2010-10-01,2010,10,Oct,Oct 2010,Q4,2010-10,1,Fri,5
2010-10-02,2010,10,Oct,Oct 2010,Q4,2010-10,2,Sat,6
2010-10-03,2010,10,Oct,Oct 2010,Q4,2010-10,3,Sun,7
2010-10-04,2010,10,Oct,Oct 2010,Q4,2010-10,4,Mon,1
2010-10-05,2010,10,Oct,Oct 2010,Q4,2010-10,5,Tue,2
2010-10-06,2010,10,Oct,Oct 2010,Q4,2010-10,6,Wed,3
2010-10-07,2010,10,Oct,Oct 2010,Q4,2010-10,7,Thu,4
2010-10-08,2010,10,Oct,Oct 2010,Q4,2010-10,8,Fri,5
2010-10-09,2010,10,Oct,Oct 2010,Q4,2010-10,9,Sat,6
2010-10-10,2010,10,Oct,Oct 2010,Q4,2010-10,10,Sun,7
2010-10-11,2010,10,Oct,Oct 2010,Q4,2010-10,11,Mon,1
2010-10-12,2010,10,Oct,Oct 2010,Q4,2010-10,12,Tue,2
2010-10-13,2010,10,Oct,Oct 2010,Q4,2010-10,13,Wed,3
2010-10-14,2010,10,Oct,Oct 2010,Q4,2010-10,14,Thu,4
2010-10-15,2010,10,Oct,Oct 2010,Q4,2010-10,15,Fri,5
2010-10-16,2010,10,Oct,Oct 2010,Q4,2010-10,16,Sat,6
2010-10-17,2010,10,Oct,Oct 2010,Q4,2010-10,17,Sun,7
2010-10-18,2010,10,Oct,Oct 2010,Q4,2010-10,18,Mon,1
2010-10-19,2010,10,Oct,Oct 2010,Q4,2010-10,19,Tue,2
2010-10-20,2010,10,Oct,Oct 2010,Q4,2010-10,20,Wed,3
2010-10-21,2010,10,Oct,Oct 2010,Q4,2010-10,21,Thu,4
2010-10-22,2010,10,Oct,Oct 2010,Q4,2010-10,22,Fri,5
2010-10-23,2010,10,Oct,Oct 2010,Q4,2010-10,23,Sat,6
2010-10-24,2010,10,Oct,Oct 2010,Q4,2010-10,24,Sun,7
2010-10-25,2010,10,Oct,Oct 2010,Q4,2010-10,25,Mon,1
2010-10-26,2010,10,Oct,Oct 2010,Q4,2010-10,26,Tue,2
2010-10-27,2010,10,Oct,Oct 2010,Q4,2010-10,27,Wed,3
2010-10-28,2010,10,Oct,Oct 2010,Q4,2010-10,28,Thu,4
2010-10-29,2010,10,Oct,Oct 2010,Q4,2010-10,29,Fri,5
2010-10-30,2010,10,Oct,Oct 2010,Q4,2010-10,30,Sat,6
2010-10-31,2010,10,Oct,Oct 2010,Q4,2010-10,31,Sun,7
2010-11-01,2010,11,Nov,Nov 2010,Q4,2010-11,1,Mon,1
2010-11-02,2010,11,Nov,Nov 2010,Q4,2010-11,2,Tue,2
2010-11-03,2010,11,Nov,Nov 2010,Q4,2010-11,3,Wed,3
2010-11-04,2010,11,Nov,Nov 2010,Q4,2010-11,4,Thu,4
2010-11-05,2010,11,Nov,Nov 2010,Q4,2010-11,5,Fri,5
2010-11-06,2010,11,Nov,Nov 2010,Q4,2010-11,6,Sat,6
2010-11-07,2010,11,Nov,Nov 2010,Q4,2010-11,7,Sun,7
2010-11-08,2010,11,Nov,Nov 2010,Q4,2010-11,8,Mon,1
2010-11-09,2010,11,Nov,Nov 2010,Q4,2010-11,9,Tue,2
2010-11-10,2010,11,Nov,Nov 2010,Q4,2010-11,10,Wed,3
2010-11-11,2010,11,Nov,Nov 2010,Q4,2010-11,11,Thu,4
2010-11-12,2010,11,Nov,Nov 2010,Q4,2010-11,12,Fri,5
2010-11-13,2010,11,Nov,Nov 2010,Q4,2010-11,13,Sat,6
2010-11-14,2010,11,Nov,Nov 2010,Q4,2010-11,14,Sun,7
2010-11-15,2010,11,Nov,Nov 2010,Q4,2010-11,15,Mon,1
2010-11-16,2010,11,Nov,Nov 2010,Q4,2010-11,16,Tue,2
2010-11-17,2010,11,Nov,Nov 2010,Q4,2010-11,17,Wed,3
2010-11-18,2010,11,Nov,Nov 2010,Q4,2010-11,18,Thu,4
2010-11-19,2010,11,Nov,Nov 2010,Q4,2010-11,19,Fri,5
2010-11-20,2010,11,Nov,Nov 2010,Q4,2010-11,20,Sat,6
2010-11-21,2010,11,Nov,Nov 2010,Q4,2010-11,21,Sun,7
2010-11-22,2010,11,Nov,Nov 2010,Q4,2010-11,22,Mon,1
2010-11-23,2010,11,Nov,Nov 2010,Q4,2010-11,23,Tue,2
2010-11-24,2010,11,Nov,Nov 2010,Q4,2010-11,24,Wed,3
2010-11-25,2010,11,Nov,Nov 2010,Q4,2010-11,25,Thu,4
2010-11-26,2010,11,Nov,Nov 2010,Q4,2010-11,26,Fri,5
2010-11-27,2010,11,Nov,Nov 2010,Q4,2010-11,27,Sat,6
2010-11-28,2010,11,Nov,Nov 2010,Q4,2010-11,28,Sun,7
2010-11-29,2010,11,Nov,Nov 2010,Q4,2010-11,29,Mon,1
2010-11-30,2010,11,Nov,Nov 2010,Q4,2010-11,30,Tue,2
2010-12-01,2010,12,Dec,Dec 2010,Q4,2010-12,1,Wed,3
2010-12-02,2010,12,Dec,Dec 2010,Q4,2010-12,2,Thu,4
2010-12-03,2010,12,Dec,Dec 2010,Q4,2010-12,3,Fri,5
2010-12-04,2010,12,Dec,Dec 2010,Q4,2010-12,4,Sat,6
2010-12-05,2010,12,Dec,Dec 2010,Q4,2010-12,5,Sun,7
2010-12-06,2010,12,Dec,Dec 2010,Q4,2010-12,6,Mon,1
2010-12-07,2010,12,Dec,Dec 2010,Q4,2010-12,7,Tue,2
2010-12-08,2010,12,Dec,Dec 2010,Q4,2010-12,8,Wed,3
2010-12-09,2010,12,Dec,Dec 2010,Q4,2010-12,9,Thu,4
2010-12-10,2010,12,Dec,Dec 2010,Q4,2010-12,10,Fri,5
2010-12-11,2010,12,Dec,Dec 2010,Q4,2010-12,11,Sat,6
2010-12-12,2010,12,Dec,Dec 2010,Q4,2010-12,12,Sun,7
2010-12-13,2010,12,Dec,Dec 2010,Q4,2010-12,13,Mon,1
2010-12-14,2010,12,Dec,Dec 2010,Q4,2010-12,14,Tue,2
2010-12-15,2010,12,Dec,Dec 2010,Q4,2010-12,15,Wed,3
2010-12-16,2010,12,Dec,Dec 2010,Q4,2010-12,16,Thu,4
2010-12-17,2010,12,Dec,Dec 2010,Q4,2010-12,17,Fri,5
2010-12-18,2010,12,Dec,Dec 2010,Q4,2010-12,18,Sat,6
2010-12-19,2010,12,Dec,Dec 2010,Q4,2010-12,19,Sun,7
2010-12-20,2010,12,Dec,Dec 2010,Q4,2010-12,20,Mon,1
2010-12-21,2010,12,Dec,Dec 2010,Q4,2010-12,21,Tue,2
2010-12-22,2010,12,Dec,Dec 2010,Q4,2010-12,22,Wed,3
2010-12-23,2010,12,Dec,Dec 2010,Q4,2010-12,23,Thu,4
2010-12-24,2010,12,Dec,Dec 2010,Q4,2010-12,24,Fri,5
2010-12-25,2010,12,Dec,Dec 2010,Q4,2010-12,25,Sat,6
2010-12-26,2010,12,Dec,Dec 2010,Q4,2010-12,26,Sun,7
2010-12-27,2010,12,Dec,Dec 2010,Q4,2010-12,27,Mon,1
2010-12-28,2010,12,Dec,Dec 2010,Q4,2010-12,28,Tue,2
2010-12-29,2010,12,Dec,Dec 2010,Q4,2010-12,29,Wed,3
2010-12-30,2010,12,Dec,Dec 2010,Q4,2010-12,30,Thu,4
2010-12-31,2010,12,Dec,Dec 2010,Q4,2010-12,31,Fri,5
2011-01-01,2011,1,Jan,Jan 2011,Q1,2011-01,1,Sat,6
2011-01-02,2011,1,Jan,Jan 2011,Q1,2011-01,2,Sun,7
2011-01-03,2011,1,Jan,Jan 2011,Q1,2011-01,3,Mon,1
2011-01-04,2011,1,Jan,Jan 2011,Q1,2011-01,4,Tue,2
2011-01-05,2011,1,Jan,Jan 2011,Q1,2011-01,5,Wed,3
2011-01-06,2011,1,Jan,Jan 2011,Q1,2011-01,6,Thu,4
2011-01-07,2011,1,Jan,Jan 2011,Q1,2011-01,7,Fri,5
2011-01-08,2011,1,Jan,Jan 2011,Q1,2011-01,8,Sat,6
2011-01-09,2011,1,Jan,Jan 2011,Q1,2011-01,9,Sun,7
2011-01-10,2011,1,Jan,Jan 2011,Q1,2011-01,10,Mon,1
2011-01-11,2011,1,Jan,Jan 2011,Q1,2011-01,11,Tue,2
2011-01-12,2011,1,Jan,Jan 2011,Q1,2011-01,12,Wed,3
2011-01-13,2011,1,Jan,Jan 2011,Q1,2011-01,13,Thu,4
2011-01-14,2011,1,Jan,Jan 2011,Q1,2011-01,14,Fri,5
2011-01-15,2011,1,Jan,Jan 2011,Q1,2011-01,15,Sat,6
2011-01-16,2011,1,Jan,Jan 2011,Q1,2011-01,16,Sun,7
2011-01-17,2011,1,Jan,Jan 2011,Q1,2011-01,17,Mon,1
2011-01-18,2011,1,Jan,Jan 2011,Q1,2011-01,18,Tue,2
2011-01-19,2011,1,Jan,Jan 2011,Q1,2011-01,19,Wed,3
2011-01-20,2011,1,Jan,Jan 2011,Q1,2011-01,20,Thu,4
2011-01-21,2011,1,Jan,Jan 2011,Q1,2011-01,21,Fri,5
2011-01-22,2011,1,Jan,Jan 2011,Q1,2011-01,22,Sat,6
2011-01-23,2011,1,Jan,Jan 2011,Q1,2011-01,23,Sun,7
2011-01-24,2011,1,Jan,Jan 2011,Q1,2011-01,24,Mon,1
2011-01-25,2011,1,Jan,Jan 2011,Q1,2011-01,25,Tue,2
2011-01-26,2011,1,Jan,Jan 2011,Q1,2011-01,26,Wed,3
2011-01-27,2011,1,Jan,Jan 2011,Q1,2011-01,27,Thu,4
2011-01-28,2011,1,Jan,Jan 2011,Q1,2011-01,28,Fri,5
2011-01-29,2011,1,Jan,Jan 2011,Q1,2011-01,29,Sat,6
2011-01-30,2011,1,Jan,Jan 2011,Q1,2011-01,30,Sun,7
2011-01-31,2011,1,Jan,Jan 2011,Q1,2011-01,31,Mon,1
2011-02-01,2011,2,Feb,Feb 2011,Q1,2011-02,1,Tue,2
2011-02-02,2011,2,Feb,Feb 2011,Q1,2011-02,2,Wed,3
2011-02-03,2011,2,Feb,Feb 2011,Q1,2011-02,3,Thu,4
2011-02-04,2011,2,Feb,Feb 2011,Q1,2011-02,4,Fri,5
2011-02-05,2011,2,Feb,Feb 2011,Q1,2011-02,5,Sat,6
2011-02-06,2011,2,Feb,Feb 2011,Q1,2011-02,6,Sun,7
2011-02-07,2011,2,Feb,Feb 2011,Q1,2011-02,7,Mon,1
2011-02-08,2011,2,Feb,Feb 2011,Q1,2011-02,8,Tue,2
2011-02-09,2011,2,Feb,Feb 2011,Q1,2011-02,9,Wed,3
2011-02-10,2011,2,Feb,Feb 2011,Q1,2011-02,10,Thu,4
2011-02-11,2011,2,Feb,Feb 2011,Q1,2011-02,11,Fri,5
2011-02-12,2011,2,Feb,Feb 2011,Q1,2011-02,12,Sat,6
2011-02-13,2011,2,Feb,Feb 2011,Q1,2011-02,13,Sun,7
2011-02-14,2011,2,Feb,Feb 2011,Q1,2011-02,14,Mon,1
2011-02-15,2011,2,Feb,Feb 2011,Q1,2011-02,15,Tue,2
2011-02-16,2011,2,Feb,Feb 2011,Q1,2011-02,16,Wed,3
2011-02-17,2011,2,Feb,Feb 2011,Q1,2011-02,17,Thu,4
2011-02-18,2011,2,Feb,Feb 2011,Q1,2011-02,18,Fri,5
2011-02-19,2011,2,Feb,Feb 2011,Q1,2011-02,19,Sat,6
2011-02-20,2011,2,Feb,Feb 2011,Q1,2011-02,20,Sun,7
2011-02-21,2011,2,Feb,Feb 2011,Q1,2011-02,21,Mon,1
2011-02-22,2011,2,Feb,Feb 2011,Q1,2011-02,22,Tue,2
2011-02-23,2011,2,Feb,Feb 2011,Q1,2011-02,23,Wed,3
2011-02-24,2011,2,Feb,Feb 2011,Q1,2011-02,24,Thu,4
2011-02-25,2011,2,Feb,Feb 2011,Q1,2011-02,25,Fri,5
2011-02-26,2011,2,Feb,Feb 2011,Q1,2011-02,26,Sat,6
2011-02-27,2011,2,Feb,Feb 2011,Q1,2011-02,27,Sun,7
2011-02-28,2011,2,Feb,Feb 2011,Q1,2011-02,28,Mon,1
2011-03-01,2011,3,Mar,Mar 2011,Q1,2011-03,1,Tue,2
2011-03-02,2011,3,Mar,Mar 2011,Q1,2011-03,2,Wed,3
2011-03-03,2011,3,Mar,Mar 2011,Q1,2011-03,3,Thu,4
2011-03-04,2011,3,Mar,Mar 2011,Q1,2011-03,4,Fri,5
2011-03-05,2011,3,Mar,Mar 2011,Q1,2011-03,5,Sat,6
2011-03-06,2011,3,Mar,Mar 2011,Q1,2011-03,6,Sun,7
2011-03-07,2011,3,Mar,Mar 2011,Q1,2011-03,7,Mon,1
2011-03-08,2011,3,Mar,Mar 2011,Q1,2011-03,8,Tue,2
2011-03-09,2011,3,Mar,Mar 2011,Q1,2011-03,9,Wed,3
2011-03-10,2011,3,Mar,Mar 2011,Q1,2011-03,10,Thu,4
2011-03-11,2011,3,Mar,Mar 2011,Q1,2011-03,11,Fri,5
2011-03-12,2011,3,Mar,Mar 2011,Q1,2011-03,12,Sat,6
2011-03-13,2011,3,Mar,Mar 2011,Q1,2011-03,13,Sun,7
2011-03-14,2011,3,Mar,Mar 2011,Q1,2011-03,14,Mon,1
2011-03-15,2011,3,Mar,Mar 2011,Q1,2011-03,15,Tue,2
2011-03-16,2011,3,Mar,Mar 2011,Q1,2011-03,16,Wed,3
2011-03-17,2011,3,Mar,Mar 2011,Q1,2011-03,17,Thu,4
2011-03-18,2011,3,Mar,Mar 2011,Q1,2011-03,18,Fri,5
2011-03-19,2011,3,Mar,Mar 2011,Q1,2011-03,19,Sat,6
2011-03-20,2011,3,Mar,Mar 2011,Q1,2011-03,20,Sun,7
2011-03-21,2011,3,Mar,Mar 2011,Q1,2011-03,21,Mon,1
2011-03-22,2011,3,Mar,Mar 2011,Q1,2011-03,22,Tue,2
2011-03-23,2011,3,Mar,Mar 2011,Q1,2011-03,23,Wed,3
2011-03-24,2011,3,Mar,Mar 2011,Q1,2011-03,24,Thu,4
2011-03-25,2011,3,Mar,Mar 2011,Q1,2011-03,25,Fri,5
2011-03-26,2011,3,Mar,Mar 2011,Q1,2011-03,26,Sat,6
2011-03-27,2011,3,Mar,Mar 2011,Q1,2011-03,27,Sun,7
2011-03-28,2011,3,Mar,Mar 2011,Q1,2011-03,28,Mon,1
2011-03-29,2011,3,Mar,Mar 2011,Q1,2011-03,29,Tue,2
2011-03-30,2011,3,Mar,Mar 2011,Q1,2011-03,30,Wed,3
2011-03-31,2011,3,Mar,Mar 2011,Q1,2011-03,31,Thu,4
2011-04-01,2011,4,Apr,Apr 2011,Q2,2011-04,1,Fri,5
2011-04-02,2011,4,Apr,Apr 2011,Q2,2011-04,2,Sat,6
2011-04-03,2011,4,Apr,Apr 2011,Q2,2011-04,3,Sun,7
2011-04-04,2011,4,Apr,Apr 2011,Q2,2011-04,4,Mon,1
2011-04-05,2011,4,Apr,Apr 2011,Q2,2011-04,5,Tue,2
2011-04-06,2011,4,Apr,Apr 2011,Q2,2011-04,6,Wed,3
2011-04-07,2011,4,Apr,Apr 2011,Q2,2011-04,7,Thu,4
2011-04-08,2011,4,Apr,Apr 2011,Q2,2011-04,8,Fri,5
2011-04-09,2011,4,Apr,Apr 2011,Q2,2011-04,9,Sat,6
2011-04-10,2011,4,Apr,Apr 2011,Q2,2011-04,10,Sun,7
2011-04-11,2011,4,Apr,Apr 2011,Q2,2011-04,11,Mon,1
2011-04-12,2011,4,Apr,Apr 2011,Q2,2011-04,12,Tue,2
2011-04-13,2011,4,Apr,Apr 2011,Q2,2011-04,13,Wed,3
2011-04-14,2011,4,Apr,Apr 2011,Q2,2011-04,14,Thu,4
2011-04-15,2011,4,Apr,Apr 2011,Q2,2011-04,15,Fri,5
2011-04-16,2011,4,Apr,Apr 2011,Q2,2011-04,16,Sat,6
2011-04-17,2011,4,Apr,Apr 2011,Q2,2011-04,17,Sun,7
2011-04-18,2011,4,Apr,Apr 2011,Q2,2011-04,18,Mon,1
2011-04-19,2011,4,Apr,Apr 2011,Q2,2011-04,19,Tue,2
2011-04-20,2011,4,Apr,Apr 2011,Q2,2011-04,20,Wed,3
2011-04-21,2011,4,Apr,Apr 2011,Q2,2011-04,21,Thu,4
2011-04-22,2011,4,Apr,Apr 2011,Q2,2011-04,22,Fri,5
2011-04-23,2011,4,Apr,Apr 2011,Q2,2011-04,23,Sat,6
2011-04-24,2011,4,Apr,Apr 2011,Q2,2011-04,24,Sun,7
2011-04-25,2011,4,Apr,Apr 2011,Q2,2011-04,25,Mon,1
2011-04-26,2011,4,Apr,Apr 2011,Q2,2011-04,26,Tue,2
2011-04-27,2011,4,Apr,Apr 2011,Q2,2011-04,27,Wed,3
2011-04-28,2011,4,Apr,Apr 2011,Q2,2011-04,28,Thu,4
2011-04-29,2011,4,Apr,Apr 2011,Q2,2011-04,29,Fri,5
2011-04-30,2011,4,Apr,Apr 2011,Q2,2011-04,30,Sat,6
2011-05-01,2011,5,May,May 2011,Q2,2011-05,1,Sun,7
2011-05-02,2011,5,May,May 2011,Q2,2011-05,2,Mon,1
2011-05-03,2011,5,May,May 2011,Q2,2011-05,3,Tue,2
2011-05-04,2011,5,May,May 2011,Q2,2011-05,4,Wed,3
2011-05-05,2011,5,May,May 2011,Q2,2011-05,5,Thu,4
2011-05-06,2011,5,May,May 2011,Q2,2011-05,6,Fri,5
2011-05-07,2011,5,May,May 2011,Q2,2011-05,7,Sat,6
2011-05-08,2011,5,May,May 2011,Q2,2011-05,8,Sun,7
2011-05-09,2011,5,May,May 2011,Q2,2011-05,9,Mon,1
2011-05-10,2011,5,May,May 2011,Q2,2011-05,10,Tue,2
2011-05-11,2011,5,May,May 2011,Q2,2011-05,11,Wed,3
2011-05-12,2011,5,May,May 2011,Q2,2011-05,12,Thu,4
2011-05-13,2011,5,May,May 2011,Q2,2011-05,13,Fri,5
2011-05-14,2011,5,May,May 2011,Q2,2011-05,14,Sat,6
2011-05-15,2011,5,May,May 2011,Q2,2011-05,15,Sun,7
2011-05-16,2011,5,May,May 2011,Q2,2011-05,16,Mon,1
2011-05-17,2011,5,May,May 2011,Q2,2011-05,17,Tue,2
2011-05-18,2011,5,May,May 2011,Q2,2011-05,18,Wed,3
2011-05-19,2011,5,May,May 2011,Q2,2011-05,19,Thu,4
2011-05-20,2011,5,May,May 2011,Q2,2011-05,20,Fri,5
2011-05-21,2011,5,May,May 2011,Q2,2011-05,21,Sat,6
2011-05-22,2011,5,May,May 2011,Q2,2011-05,22,Sun,7
2011-05-23,2011,5,May,May 2011,Q2,2011-05,23,Mon,1
2011-05-24,2011,5,May,May 2011,Q2,2011-05,24,Tue,2
2011-05-25,2011,5,May,May 2011,Q2,2011-05,25,Wed,3
2011-05-26,2011,5,May,May 2011,Q2,2011-05,26,Thu,4
2011-05-27,2011,5,May,May 2011,Q2,2011-05,27,Fri,5
2011-05-28,2011,5,May,May 2011,Q2,2011-05,28,Sat,6
2011-05-29,2011,5,May,May 2011,Q2,2011-05,29,Sun,7
2011-05-30,2011,5,May,May 2011,Q2,2011-05,30,Mon,1
2011-05-31,2011,5,May,May 2011,Q2,2011-05,31,Tue,2
2011-06-01,2011,6,Jun,Jun 2011,Q2,2011-06,1,Wed,3
2011-06-02,2011,6,Jun,Jun 2011,Q2,2011-06,2,Thu,4
2011-06-03,2011,6,Jun,Jun 2011,Q2,2011-06,3,Fri,5
2011-06-04,2011,6,Jun,Jun 2011,Q2,2011-06,4,Sat,6
2011-06-05,2011,6,Jun,Jun 2011,Q2,2011-06,5,Sun,7
2011-06-06,2011,6,Jun,Jun 2011,Q2,2011-06,6,Mon,1
2011-06-07,2011,6,Jun,Jun 2011,Q2,2011-06,7,Tue,2
2011-06-08,2011,6,Jun,Jun 2011,Q2,2011-06,8,Wed,3
2011-06-09,2011,6,Jun,Jun 2011,Q2,2011-06,9,Thu,4
2011-06-10,2011,6,Jun,Jun 2011,Q2,2011-06,10,Fri,5
2011-06-11,2011,6,Jun,Jun 2011,Q2,2011-06,11,Sat,6
2011-06-12,2011,6,Jun,Jun 2011,Q2,2011-06,12,Sun,7
2011-06-13,2011,6,Jun,Jun 2011,Q2,2011-06,13,Mon,1
2011-06-14,2011,6,Jun,Jun 2011,Q2,2011-06,14,Tue,2
2011-06-15,2011,6,Jun,Jun 2011,Q2,2011-06,15,Wed,3
2011-06-16,2011,6,Jun,Jun 2011,Q2,2011-06,16,Thu,4
2011-06-17,2011,6,Jun,Jun 2011,Q2,2011-06,17,Fri,5
2011-06-18,2011,6,Jun,Jun 2011,Q2,2011-06,18,Sat,6
2011-06-19,2011,6,Jun,Jun 2011,Q2,2011-06,19,Sun,7
2011-06-20,2011,6,Jun,Jun 2011,Q2,2011-06,20,Mon,1
2011-06-21,2011,6,Jun,Jun 2011,Q2,2011-06,21,Tue,2
2011-06-22,2011,6,Jun,Jun 2011,Q2,2011-06,22,Wed,3
2011-06-23,2011,6,Jun,Jun 2011,Q2,2011-06,23,Thu,4
2011-06-24,2011,6,Jun,Jun 2011,Q2,2011-06,24,Fri,5
2011-06-25,2011,6,Jun,Jun 2011,Q2,2011-06,25,Sat,6
2011-06-26,2011,6,Jun,Jun 2011,Q2,2011-06,26,Sun,7
2011-06-27,2011,6,Jun,Jun 2011,Q2,2011-06,27,Mon,1
2011-06-28,2011,6,Jun,Jun 2011,Q2,2011-06,28,Tue,2
2011-06-29,2011,6,Jun,Jun 2011,Q2,2011-06,29,Wed,3
2011-06-30,2011,6,Jun,Jun 2011,Q2,2011-06,30,Thu,4
2011-07-01,2011,7,Jul,Jul 2011,Q3,2011-07,1,Fri,5
2011-07-02,2011,7,Jul,Jul 2011,Q3,2011-07,2,Sat,6
2011-07-03,2011,7,Jul,Jul 2011,Q3,2011-07,3,Sun,7
2011-07-04,2011,7,Jul,Jul 2011,Q3,2011-07,4,Mon,1
2011-07-05,2011,7,Jul,Jul 2011,Q3,2011-07,5,Tue,2
2011-07-06,2011,7,Jul,Jul 2011,Q3,2011-07,6,Wed,3
2011-07-07,2011,7,Jul,Jul 2011,Q3,2011-07,7,Thu,4
2011-07-08,2011,7,Jul,Jul 2011,Q3,2011-07,8,Fri,5
2011-07-09,2011,7,Jul,Jul 2011,Q3,2011-07,9,Sat,6
2011-07-10,2011,7,Jul,Jul 2011,Q3,2011-07,10,Sun,7
2011-07-11,2011,7,Jul,Jul 2011,Q3,2011-07,11,Mon,1
2011-07-12,2011,7,Jul,Jul 2011,Q3,2011-07,12,Tue,2
2011-07-13,2011,7,Jul,Jul 2011,Q3,2011-07,13,Wed,3
2011-07-14,2011,7,Jul,Jul 2011,Q3,2011-07,14,Thu,4
2011-07-15,2011,7,Jul,Jul 2011,Q3,2011-07,15,Fri,5
2011-07-16,2011,7,Jul,Jul 2011,Q3,2011-07,16,Sat,6
2011-07-17,2011,7,Jul,Jul 2011,Q3,2011-07,17,Sun,7
2011-07-18,2011,7,Jul,Jul 2011,Q3,2011-07,18,Mon,1
2011-07-19,2011,7,Jul,Jul 2011,Q3,2011-07,19,Tue,2
2011-07-20,2011,7,Jul,Jul 2011,Q3,2011-07,20,Wed,3
2011-07-21,2011,7,Jul,Jul 2011,Q3,2011-07,21,Thu,4
2011-07-22,2011,7,Jul,Jul 2011,Q3,2011-07,22,Fri,5
2011-07-23,2011,7,Jul,Jul 2011,Q3,2011-07,23,Sat,6
2011-07-24,2011,7,Jul,Jul 2011,Q3,2011-07,24,Sun,7
2011-07-25,2011,7,Jul,Jul 2011,Q3,2011-07,25,Mon,1
2011-07-26,2011,7,Jul,Jul 2011,Q3,2011-07,26,Tue,2
2011-07-27,2011,7,Jul,Jul 2011,Q3,2011-07,27,Wed,3
2011-07-28,2011,7,Jul,Jul 2011,Q3,2011-07,28,Thu,4
2011-07-29,2011,7,Jul,Jul 2011,Q3,2011-07,29,Fri,5
2011-07-30,2011,7,Jul,Jul 2011,Q3,2011-07,30,Sat,6
2011-07-31,2011,7,Jul,Jul 2011,Q3,2011-07,31,Sun,7
2011-08-01,2011,8,Aug,Aug 2011,Q3,2011-08,1,Mon,1
2011-08-02,2011,8,Aug,Aug 2011,Q3,2011-08,2,Tue,2
2011-08-03,2011,8,Aug,Aug 2011,Q3,2011-08,3,Wed,3
2011-08-04,2011,8,Aug,Aug 2011,Q3,2011-08,4,Thu,4
2011-08-05,2011,8,Aug,Aug 2011,Q3,2011-08,5,Fri,5
2011-08-06,2011,8,Aug,Aug 2011,Q3,2011-08,6,Sat,6
2011-08-07,2011,8,Aug,Aug 2011,Q3,2011-08,7,Sun,7
2011-08-08,2011,8,Aug,Aug 2011,Q3,2011-08,8,Mon,1
2011-08-09,2011,8,Aug,Aug 2011,Q3,2011-08,9,Tue,2
2011-08-10,2011,8,Aug,Aug 2011,Q3,2011-08,10,Wed,3
2011-08-11,2011,8,Aug,Aug 2011,Q3,2011-08,11,Thu,4
2011-08-12,2011,8,Aug,Aug 2011,Q3,2011-08,12,Fri,5
2011-08-13,2011,8,Aug,Aug 2011,Q3,2011-08,13,Sat,6
2011-08-14,2011,8,Aug,Aug 2011,Q3,2011-08,14,Sun,7
2011-08-15,2011,8,Aug,Aug 2011,Q3,2011-08,15,Mon,1
2011-08-16,2011,8,Aug,Aug 2011,Q3,2011-08,16,Tue,2
2011-08-17,2011,8,Aug,Aug 2011,Q3,2011-08,17,Wed,3
2011-08-18,2011,8,Aug,Aug 2011,Q3,2011-08,18,Thu,4
