SalesOrderNumber,SalesOrderLineNumber,ProductKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,OrderDateKey,DueDateKey,ShipDateKey,OrderQuantity,UnitPrice,ExtendedAmount,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber
SO10228,4,36,19,1,4,6,20241206,20241209,20241209,1,745.84,745.84,0.0,520.44,520.44,745.84,61.53,28.84,TRK172769,PO615607
SO10229,1,51,52,1,2,4,20240421,20240426,20240426,2,7.37,14.74,0.0,2.07,4.14,14.74,1.22,0.49,TRK563031,PO850151
SO10229,2,14,67,1,4,6,20250808,20250815,20250815,1,504.81,504.81,0.0,290.0,290.0,504.81,41.65,11.8,TRK784578,PO771440
SO10230,4,5,1,1,2,4,20240604,20240612,20240608,3,2172.52,6517.56,0.0,1294.67,3884.01,6517.56,537.7,177.53,TRK601365,PO557239
SO10230,3,9,104,1,2,4,20250128,20250207,20250129,2,1576.2,3152.4,0.0,963.57,1927.14,3152.4,260.07,85.17,TRK449636,PO814956
SO10230,1,52,78,1,1,3,20251024,20251028,20251027,1,21.61,21.61,0.0,8.05,8.05,21.61,1.78,0.56,TRK982042,PO581966
SO10230,3,26,75,1,2,4,20250128,20250203,20250131,1,2392.26,2392.26,0.0,1447.45,1447.45,2392.26,197.36,73.86,TRK610135,PO188984
SO10230,3,25,113,1,1,3,20240126,20240201,20240130,1,2496.04,2496.04,0.0,1485.17,1485.17,2496.04,205.92,54.07,TRK623956,PO659876
SO10230,4,3,116,1,1,3,20241211,20241214,20241215,1,2283.24,2283.24,0.0,1439.58,1439.58,2283.24,188.37,30.93,TRK811016,PO662625
SO10230,1,30,39,1,3,5,20240524,20240603,20240530,1,739.88,739.88,0.0,476.63,476.63,739.88,61.04,7.82,TRK354471,PO835363
SO10230,1,2,34,1,2,4,20241110,20241114,20241114,1,2120.81,2120.81,0.0,1338.0,1338.0,2120.81,174.97,60.1,TRK957525,PO957179
SO10231,4,15,28,1,1,2,20250922,20250928,20250923,2,570.02,1140.04,0.0,315.14,630.28,1140.04,94.05,38.91,TRK439984,PO226670
SO10232,3,70,148,1,2,4,20240806,20240809,20240811,2,36.49,72.98,0.0,13.17,26.34,72.98,6.02,1.11,TRK248097,PO894348
SO10233,1,22,107,1,4,6,20240617,20240627,20240619,3,3422.23,10266.69,0.0,2097.84,6293.52,10266.69,847.0,387.78,TRK929478,PO988528
SO10234,3,21,97,3,1,1,20240323,20240326,20240324,1,3695.11,3695.11,369.51,2013.24,2013.24,3325.6,274.36,51.16,TRK536440,PO827191
SO10235,1,17,122,1,1,2,20241004,20241014,20241008,1,543.13,543.13,0.0,333.47,333.47,543.13,44.81,9.33,TRK725236,PO288744
SO10236,1,12,128,3,1,3,20241104,20241112,20241108,3,1607.83,4823.49,482.35,897.63,2692.89,4341.14,358.14,44.01,TRK655953,PO200331
SO10237,2,70,93,1,1,2,20251003,20251009,20251006,4,36.49,145.96,0.0,13.17,52.68,145.96,12.04,1.69,TRK818530,PO984769
SO10238,3,64,122,1,1,2,20240214,20240217,20240220,2,45.23,90.46,0.0,23.51,47.02,90.46,7.46,1.89,TRK450533,PO746781
SO10239,1,6,117,2,3,5,20250704,20250709,20250706,1,2100.96,2100.96,105.05,1401.2,1401.2,1995.91,164.66,66.99,TRK174301,PO346729
SO10240,1,42,114,1,4,6,20251124,20251202,20251126,2,2416.26,4832.52,0.0,1576.33,3152.66,4832.52,398.68,161.26,TRK348636,PO873584
SO10240,2,26,106,3,2,4,20240316,20240326,20240321,2,2392.26,4784.52,478.45,1447.45,2894.9,4306.07,355.25,105.64,TRK326665,PO739037
SO10241,3,23,117,1,3,5,20250413,20250419,20250419,2,2278.75,4557.5,0.0,1453.1,2906.2,4557.5,375.99,94.6,TRK233391,PO133653
SO10242,3,8,146,1,1,1,20250421,20250501,20250425,1,1689.57,1689.57,0.0,956.83,956.83,1689.57,139.39,25.57,TRK732958,PO264404
SO10243,4,30,44,1,1,1,20250618,20250628,20250625,1,739.88,739.88,0.0,476.63,476.63,739.88,61.04,29.5,TRK392731,PO115208
SO10243,1,32,110,1,1,3,20250816,20250822,20250821,1,789.13,789.13,0.0,500.36,500.36,789.13,65.1,30.29,TRK538065,PO146372
SO10243,1,61,11,2,3,5,20240204,20240213,20240209,5,51.06,255.3,12.77,22.14,110.7,242.53,20.01,5.29,TRK574419,PO619344
SO10244,1,11,62,2,1,3,20250220,20250226,20250222,2,1730.74,3461.48,173.07,980.12,1960.24,3288.41,271.29,68.24,TRK116703,PO603088
SO10245,4,21,79,1,1,3,20250807,20250810,20250811,3,3695.11,11085.33,0.0,2013.24,6039.72,11085.33,914.54,265.08,TRK293929,PO928226
SO10246,1,60,95,1,3,5,20251004,20251008,20251008,5,49.85,249.25,0.0,20.78,103.9,249.25,20.56,9.17,TRK410997,PO546590
SO10247,3,70,70,2,1,1,20240323,20240331,20240329,4,36.49,145.96,7.3,13.17,52.68,138.66,11.44,5.26,TRK154067,PO216356
SO10247,2,47,99,1,2,4,20250109,20250117,20250111,2,776.68,1553.36,0.0,455.26,910.52,1553.36,128.15,45.74,TRK245129,PO451199
SO10248,3,70,62,1,1,3,20250817,20250823,20250824,1,36.49,36.49,0.0,13.17,13.17,36.49,3.01,1.18,TRK380345,PO628027
SO10248,4,36,109,1,4,6,20241219,20241229,20241223,1,745.84,745.84,0.0,520.44,520.44,745.84,61.53,18.68,TRK844305,PO657742
SO10249,1,38,137,1,2,4,20251120,20251124,20251122,2,2443.29,4886.58,0.0,1457.25,2914.5,4886.58,403.14,179.62,TRK509660,PO287497
SO10250,1,10,74,1,3,5,20240424,20240429,20240428,1,1731.69,1731.69,0.0,874.99,874.99,1731.69,142.86,25.14,TRK407410,PO536770
SO10251,2,17,139,1,4,6,20250330,20250402,20250402,2,543.13,1086.26,0.0,333.47,666.94,1086.26,89.62,17.02,TRK975505,PO644861
SO10251,4,53,86,1,1,1,20251023,20251031,20251027,4,47.17,188.68,0.0,22.5,90.0,188.68,15.57,5.25,TRK580255,PO418853
SO10252,1,17,146,1,1,1,20240923,20240929,20240927,1,543.13,543.13,0.0,333.47,333.47,543.13,44.81,11.49,TRK255544,PO470274
SO10252,2,59,73,1,1,1,20240613,20240620,20240615,2,47.42,94.84,0.0,22.49,44.98,94.84,7.82,3.72,TRK269087,PO349461
SO10253,1,6,30,1,2,4,20250327,20250403,20250330,1,2100.96,2100.96,0.0,1401.2,1401.2,2100.96,173.33,32.64,TRK797883,PO432339
SO10254,4,19,89,1,4,6,20240615,20240622,20240616,1,3766.58,3766.58,0.0,2212.17,2212.17,3766.58,310.74,141.67,TRK905849,PO252446
SO10255,3,41,118,1,4,6,20250713,20250721,20250719,1,2407.41,2407.41,0.0,1425.74,1425.74,2407.41,198.61,75.02,TRK890795,PO701596
SO10256,1,57,38,1,1,1,20250505,20250508,20250507,2,49.0,98.0,0.0,20.87,41.74,98.0,8.09,2.97,TRK521139,PO747518
SO10256,3,58,57,1,3,5,20240226,20240303,20240302,2,52.24,104.48,0.0,23.3,46.6,104.48,8.62,2.69,TRK305222,PO123643
SO10257,1,69,22,1,3,5,20240330,20240408,20240401,3,32.59,97.77,0.0,14.58,43.74,97.77,8.07,2.42,TRK799155,PO478603
SO10258,3,19,102,3,3,5,20250113,20250122,20250116,3,3766.58,11299.74,1129.97,2212.17,6636.51,10169.77,839.01,105.42,TRK567220,PO688285
SO10258,4,28,23,3,1,1,20250301,20250311,20250304,3,2500.86,7502.58,750.26,1544.51,4633.53,6752.32,557.07,100.7,TRK863998,PO534313
SO10259,4,12,36,1,1,1,20250501,20250509,20250502,1,1607.83,1607.83,0.0,897.63,897.63,1607.83,132.65,61.09,TRK192744,PO106940
SO10260,4,35,105,1,1,2,20250418,20250423,20250420,2,758.91,1517.82,0.0,467.94,935.88,1517.82,125.22,23.65,TRK144284,PO962767
SO10261,3,39,78,1,1,3,20250419,20250425,20250420,2,2542.13,5084.26,0.0,1472.24,2944.48,5084.26,419.45,171.53,TRK771670,PO974767
SO10261,2,16,121,1,4,6,20241021,20241030,20241023,3,566.54,1699.62,0.0,321.39,964.17,1699.62,140.22,42.08,TRK129824,PO225152
SO10262,4,64,71,1,4,6,20250105,20250115,20250110,1,45.23,45.23,0.0,23.51,23.51,45.23,3.73,1.04,TRK827968,PO958029
SO10263,4,48,31,2,2,4,20240118,20240125,20240120,2,690.18,1380.36,69.02,452.27,904.54,1311.34,108.19,36.0,TRK826959,PO242079
SO10264,1,21,92,1,3,5,20250305,20250313,20250306,1,3695.11,3695.11,0.0,2013.24,2013.24,3695.11,304.85,69.08,TRK638828,PO303229
SO10264,3,13,47,2,2,4,20250710,20250718,20250717,2,579.5,1159.0,57.95,301.9,603.8,1101.05,90.84,21.46,TRK384645,PO818739
SO10265,4,13,93,1,1,2,20240527,20240530,20240529,2,579.5,1159.0,0.0,301.9,603.8,1159.0,95.62,29.61,TRK532007,PO456844
SO10266,1,14,42,1,3,5,20240814,20240820,20240821,1,504.81,504.81,0.0,290.0,290.0,504.81,41.65,18.63,TRK537619,PO582860
SO10267,4,15,20,3,1,3,20250506,20250514,20250509,1,570.02,570.02,57.0,315.14,315.14,513.02,42.32,15.77,TRK726680,PO648532
SO10268,2,23,88,1,1,2,20240501,20240507,20240503,3,2278.75,6836.25,0.0,1453.1,4359.3,6836.25,563.99,244.08,TRK422361,PO231432
SO10268,1,17,54,1,1,3,20240424,20240428,20240425,1,543.13,543.13,0.0,333.47,333.47,543.13,44.81,18.05,TRK305888,PO213054
SO10268,1,66,9,1,3,5,20240501,20240508,20240502,4,63.0,252.0,0.0,25.09,100.36,252.0,20.79,3.02,TRK920375,PO229806
SO10268,3,26,53,1,1,1,20240130,20240203,20240201,1,2392.26,2392.26,0.0,1447.45,1447.45,2392.26,197.36,84.63,TRK469311,PO268356
SO10269,3,31,129,1,4,6,20240411,20240414,20240416,2,843.25,1686.5,0.0,496.89,993.78,1686.5,139.14,27.84,TRK280117,PO890645
SO10270,1,1,138,1,4,6,20240807,20240817,20240810,3,2249.08,6747.24,0.0,1293.6,3880.8,6747.24,556.65,208.79,TRK289633,PO975290
SO10271,4,49,91,1,2,4,20240821,20240830,20240822,2,800.9,1601.8,0.0,463.15,926.3,1601.8,132.15,52.61,TRK215674,PO644973
SO10272,3,64,35,2,1,1,20250724,20250727,20250725,2,45.23,90.46,4.52,23.51,47.02,85.94,7.09,1.71,TRK579142,PO729554
SO10272,4,57,80,1,4,6,20241024,20241102,20241026,2,49.0,98.0,0.0,20.87,41.74,98.0,8.09,3.5,TRK812120,PO485290
SO10272,1,2,46,1,2,4,20240417,20240426,20240421,3,2120.81,6362.43,0.0,1338.0,4014.0,6362.43,524.9,163.39,TRK250331,PO513989
SO10273,4,14,103,3,4,6,20240621,20240625,20240624,3,504.81,1514.43,151.44,290.0,870.0,1362.99,112.45,53.51,TRK228725,PO344181
SO10274,4,64,109,2,4,6,20250818,20250825,20250825,2,45.23,90.46,4.52,23.51,47.02,85.94,7.09,2.89,TRK473395,PO598940
SO10275,2,63,104,1,2,4,20250410,20250414,20250411,4,45.08,180.32,0.0,21.38,85.52,180.32,14.88,3.16,TRK131167,PO204441
SO10276,1,9,14,1,1,3,20240702,20240711,20240707,2,1576.2,3152.4,0.0,963.57,1927.14,3152.4,260.07,95.76,TRK897097,PO180234
SO10277,1,64,134,1,4,6,20251108,20251118,20251112,3,45.23,135.69,0.0,23.51,70.53,135.69,11.19,3.41,TRK901075,PO133133
SO10278,3,16,111,1,4,6,20250120,20250130,20250124,2,566.54,1133.08,0.0,321.39,642.78,1133.08,93.48,12.55,TRK840356,PO272117
SO10278,4,56,126,1,1,2,20250202,20250212,20250209,2,51.95,103.9,0.0,21.17,42.34,103.9,8.57,1.38,TRK599028,PO689567
SO10278,3,65,41,1,3,5,20250521,20250530,20250526,1,68.94,68.94,0.0,28.43,28.43,68.94,5.69,2.09,TRK436050,PO164407
SO10279,1,6,8,3,2,4,20241223,20241226,20241230,1,2100.96,2100.96,210.1,1401.2,1401.2,1890.86,156.0,69.47,TRK548945,PO461908
SO10280,1,53,92,1,3,5,20240907,20240913,20240909,2,47.17,94.34,0.0,22.5,45.0,94.34,7.78,2.78,TRK419723,PO220031
SO10281,4,22,87,1,1,2,20240208,20240218,20240214,1,3422.23,3422.23,0.0,2097.84,2097.84,3422.23,282.33,122.86,TRK379570,PO121393
SO10282,2,3,121,1,4,6,20250203,20250211,20250208,1,2283.24,2283.24,0.0,1439.58,1439.58,2283.24,188.37,29.53,TRK452287,PO620860
SO10282,1,44,129,1,4,6,20250107,20250116,20250109,1,801.07,801.07,0.0,461.7,461.7,801.07,66.09,19.95,TRK981202,PO991640
SO10282,1,28,138,1,4,6,20241031,20241109,20241107,1,2500.86,2500.86,0.0,1544.51,1544.51,2500.86,206.32,41.96,TRK852570,PO985194
SO10282,3,13,149,1,3,5,20240309,20240319,20240313,2,579.5,1159.0,0.0,301.9,603.8,1159.0,95.62,18.88,TRK629152,PO943187
SO10283,2,56,77,1,1,1,20240723,20240801,20240727,5,51.95,259.75,0.0,21.17,105.85,259.75,21.43,4.56,TRK119506,PO758342
SO10284,4,24,133,1,1,1,20251107,20251117,20251110,2,2287.04,4574.08,0.0,1464.07,2928.14,4574.08,377.36,174.34,TRK693616,PO861911
SO10284,4,67,16,1,4,6,20240531,20240606,20240602,2,68.93,137.86,0.0,28.93,57.86,137.86,11.37,4.47,TRK530189,PO434132
SO10285,2,27,17,1,3,5,20241020,20241025,20241023,2,2351.92,4703.84,0.0,1624.05,3248.1,4703.84,388.07,143.96,TRK219074,PO257246
SO10286,1,4,50,2,1,2,20241113,20241123,20241117,1,2338.05,2338.05,116.9,1307.47,1307.47,2221.15,183.24,59.52,TRK311802,PO267099
SO10286,4,18,70,1,1,1,20241011,20241016,20241017,1,529.51,529.51,0.0,312.58,312.58,529.51,43.68,18.84,TRK920231,PO120875
SO10286,4,11,15,1,2,4,20240306,20240315,20240309,1,1730.74,1730.74,0.0,980.12,980.12,1730.74,142.79,52.18,TRK980605,PO859414
SO10287,3,31,36,1,1,1,20250527,20250531,20250601,1,843.25,843.25,0.0,496.89,496.89,843.25,69.57,25.24,TRK620566,PO194632
SO10288,4,16,61,1,4,6,20250821,20250830,20250828,1,566.54,566.54,0.0,321.39,321.39,566.54,46.74,18.38,TRK328598,PO251286
SO10289,3,23,28,4,1,2,20250326,20250404,20250329,1,2278.75,2278.75,341.81,1453.1,1453.1,1936.94,159.8,69.51,TRK833602,PO218448
SO10290,3,70,82,1,1,1,20240909,20240916,20240916,3,36.49,109.47,0.0,13.17,39.51,109.47,9.03,4.17,TRK961264,PO423141
SO10291,3,5,6,1,1,2,20240225,20240302,20240228,3,2172.52,6517.56,0.0,1294.67,3884.01,6517.56,537.7,173.25,TRK951706,PO818534
SO10291,3,69,32,3,1,3,20250201,20250204,20250205,2,32.59,65.18,6.52,14.58,29.16,58.66,4.84,2.22,TRK194634,PO962671
SO10291,4,39,61,3,4,6,20240613,20240623,20240619,1,2542.13,2542.13,254.21,1472.24,1472.24,2287.92,188.75,44.65,TRK927659,PO135527
SO10291,1,11,71,1,4,6,20250226,20250306,20250304,2,1730.74,3461.48,0.0,980.12,1960.24,3461.48,285.57,78.48,TRK964446,PO268132
SO10291,2,65,67,1,4,6,20250908,20250916,20250912,1,68.94,68.94,0.0,28.43,28.43,68.94,5.69,2.13,TRK760766,PO564943
SO10292,2,1,35,1,1,1,20241108,20241116,20241113,2,2249.08,4498.16,0.0,1293.6,2587.2,4498.16,371.1,56.08,TRK988102,PO722871
SO10292,3,41,106,1,2,4,20240516,20240523,20240518,2,2407.41,4814.82,0.0,1425.74,2851.48,4814.82,397.22,147.45,TRK308314,PO188498
SO10292,2,48,107,1,4,6,20250121,20250127,20250122,1,690.18,690.18,0.0,452.27,452.27,690.18,56.94,26.53,TRK193298,PO584887
SO10293,1,34,51,3,1,1,20240220,20240229,20240225,3,748.1,2244.3,224.43,449.62,1348.86,2019.87,166.64,46.19,TRK485792,PO278386
SO10294,2,16,146,2,1,1,20250321,20250331,20250328,1,566.54,566.54,28.33,321.39,321.39,538.21,44.4,16.26,TRK299800,PO952924
SO10295,3,37,69,1,4,6,20240513,20240522,20240520,3,829.09,2487.27,0.0,471.59,1414.77,2487.27,205.2,40.29,TRK862008,PO810083
SO10296,4,54,49,1,4,6,20240529,20240601,20240601,2,45.95,91.9,0.0,21.77,43.54,91.9,7.58,3.61,TRK360380,PO487593
SO10297,4,59,150,1,1,3,20240516,20240524,20240522,1,47.42,47.42,0.0,22.49,22.49,47.42,3.91,1.04,TRK842866,PO543852
SO10298,1,10,66,1,3,5,20240223,20240302,20240225,1,1731.69,1731.69,0.0,874.99,874.99,1731.69,142.86,41.78,TRK105621,PO365978
SO10299,2,49,130,4,1,1,20251118,20251126,20251120,1,800.9,800.9,120.13,463.15,463.15,680.77,56.16,26.58,TRK372935,PO278117
SO10300,3,64,129,3,4,6,20240515,20240519,20240518,2,45.23,90.46,9.05,23.51,47.02,81.41,6.72,2.55,TRK222517,PO428486
SO10300,3,17,12,3,1,3,20241014,20241022,20241018,2,543.13,1086.26,108.63,333.47,666.94,977.63,80.65,18.07,TRK642085,PO428215
SO10300,4,22,112,2,4,6,20250518,20250523,20250523,1,3422.23,3422.23,171.11,2097.84,2097.84,3251.12,268.22,115.71,TRK155807,PO298096
SO10301,4,7,39,1,3,5,20250426,20250503,20250428,1,1525.01,1525.01,0.0,904.22,904.22,1525.01,125.81,47.55,TRK142773,PO562966
SO10301,2,63,92,1,3,5,20240531,20240604,20240603,3,45.08,135.24,0.0,21.38,64.14,135.24,11.16,1.73,TRK975512,PO276470
SO10302,2,35,131,3,1,1,20250822,20250828,20250827,2,758.91,1517.82,151.78,467.94,935.88,1366.04,112.7,54.56,TRK536646,PO180567
SO10302,4,64,64,1,3,5,20241202,20241205,20241205,5,45.23,226.15,0.0,23.51,117.55,226.15,18.66,6.88,TRK491704,PO719014
SO10303,1,42,28,1,1,2,20250416,20250426,20250420,1,2416.26,2416.26,0.0,1576.33,1576.33,2416.26,199.34,69.71,TRK445429,PO145976
SO10303,3,42,116,4,1,3,20250805,20250810,20250807,3,2416.26,7248.78,1087.32,1576.33,4728.99,6161.46,508.32,221.19,TRK438869,PO936917
SO10304,4,10,15,4,2,4,20250125,20250129,20250129,2,1731.69,3463.38,519.51,874.99,1749.98,2943.87,242.87,51.97,TRK193520,PO121508
SO10304,3,21,54,2,1,3,20241018,20241023,20241019,2,3695.11,7390.22,369.51,2013.24,4026.48,7020.71,579.21,133.09,TRK818234,PO732829
SO10305,3,46,34,1,2,4,20250111,20250117,20250115,3,695.66,2086.98,0.0,470.4,1411.2,2086.98,172.18,48.76,TRK690408,PO729502
SO10306,3,12,109,2,4,6,20250920,20250925,20250924,2,1607.83,3215.66,160.78,897.63,1795.26,3054.88,252.03,88.35,TRK586041,PO809298
SO10307,4,20,58,1,2,4,20251024,20251028,20251027,2,3785.07,7570.14,0.0,2197.87,4395.74,7570.14,624.54,182.04,TRK414985,PO255825
SO10308,1,39,33,1,2,4,20241029,20241101,20241103,1,2542.13,2542.13,0.0,1472.24,1472.24,2542.13,209.73,31.26,TRK635456,PO545554
SO10309,1,13,106,1,2,4,20250805,20250812,20250808,2,579.5,1159.0,0.0,301.9,603.8,1159.0,95.62,20.45,TRK219470,PO876487
SO10310,4,23,119,3,1,2,20240216,20240220,20240220,1,2278.75,2278.75,227.88,1453.1,1453.1,2050.87,169.2,74.45,TRK894143,PO802818
SO10310,3,34,116,4,1,3,20240710,20240716,20240712,1,748.1,748.1,112.22,449.62,449.62,635.88,52.46,7.85,TRK806120,PO211495
SO10311,4,69,112,1,4,6,20240429,20240502,20240501,1,32.59,32.59,0.0,14.58,14.58,32.59,2.69,0.97,TRK789666,PO880399
SO10311,4,39,125,2,1,2,20250923,20251001,20250929,2,2542.13,5084.26,254.21,1472.24,2944.48,4830.05,398.48,145.94,TRK943726,PO417358
SO10311,2,17,23,1,1,1,20240424,20240427,20240430,1,543.13,543.13,0.0,333.47,333.47,543.13,44.81,21.24,TRK604487,PO780130
SO10312,4,31,38,3,1,1,20250705,20250711,20250706,2,843.25,1686.5,168.65,496.89,993.78,1517.85,125.22,28.88,TRK542372,PO122876
SO10313,2,22,30,2,2,4,20250331,20250410,20250404,1,3422.23,3422.23,171.11,2097.84,2097.84,3251.12,268.22,34.43,TRK311118,PO409153
SO10313,3,51,146,1,1,1,20240415,20240424,20240419,1,7.37,7.37,0.0,2.07,2.07,7.37,0.61,0.26,TRK138815,PO611177
SO10314,4,63,103,1,4,6,20250918,20250928,20250920,4,45.08,180.32,0.0,21.38,85.52,180.32,14.88,5.67,TRK704402,PO431192
SO10314,3,9,142,3,2,4,20250303,20250313,20250304,1,1576.2,1576.2,157.62,963.57,963.57,1418.58,117.03,35.24,TRK570103,PO831396
SO10315,3,3,112,1,4,6,20240715,20240725,20240718,1,2283.24,2283.24,0.0,1439.58,1439.58,2283.24,188.37,52.84,TRK731347,PO994911
SO10315,3,17,120,2,2,4,20250203,20250212,20250210,1,543.13,543.13,27.16,333.47,333.47,515.97,42.57,19.73,TRK934637,PO595268
SO10316,4,27,42,1,3,5,20240329,20240408,20240331,1,2351.92,2351.92,0.0,1624.05,1624.05,2351.92,194.03,35.75,TRK205805,PO932026
SO10317,2,64,107,1,4,6,20250724,20250727,20250725,2,45.23,90.46,0.0,23.51,47.02,90.46,7.46,1.88,TRK283201,PO968167
SO10318,3,5,129,1,4,6,20240426,20240502,20240427,1,2172.52,2172.52,0.0,1294.67,1294.67,2172.52,179.23,58.35,TRK923012,PO472497
SO10318,4,35,12,3,1,3,20250611,20250615,20250617,1,758.91,758.91,75.89,467.94,467.94,683.02,56.35,7.86,TRK982478,PO892476
SO10319,2,14,29,1,1,1,20240414,20240417,20240419,2,504.81,1009.62,0.0,290.0,580.0,1009.62,83.29,13.29,TRK479205,PO264660
SO10319,1,57,75,1,2,4,20240411,20240416,20240417,4,49.0,196.0,0.0,20.87,83.48,196.0,16.17,4.1,TRK989816,PO311697
SO10320,3,54,113,1,1,3,20250430,20250508,20250503,1,45.95,45.95,0.0,21.77,21.77,45.95,3.79,1.16,TRK849941,PO891512
SO10320,4,47,107,1,4,6,20240604,20240613,20240611,3,776.68,2330.04,0.0,455.26,1365.78,2330.04,192.23,39.25,TRK529191,PO581037
SO10321,2,47,133,1,1,1,20240111,20240115,20240112,1,776.68,776.68,0.0,455.26,455.26,776.68,64.08,15.65,TRK555157,PO164454
SO10321,3,5,101,3,1,2,20240603,20240606,20240609,3,2172.52,6517.56,651.76,1294.67,3884.01,5865.8,483.93,231.12,TRK539673,PO521530
SO10322,2,39,142,2,2,4,20241218,20241221,20241225,3,2542.13,7626.39,381.32,1472.24,4416.72,7245.07,597.72,133.26,TRK834312,PO523559
SO10322,4,27,115,1,1,3,20250925,20251005,20251001,2,2351.92,4703.84,0.0,1624.05,3248.1,4703.84,388.07,95.76,TRK913066,PO306879
SO10323,1,11,78,1,1,3,20250203,20250208,20250208,1,1730.74,1730.74,0.0,980.12,980.12,1730.74,142.79,68.81,TRK636526,PO678589
SO10324,3,67,80,2,4,6,20240612,20240615,20240613,2,68.93,137.86,6.89,28.93,57.86,130.97,10.81,4.81,TRK353063,PO972655
SO10325,1,55,78,1,1,3,20240302,20240310,20240305,4,48.64,194.56,0.0,23.6,94.4,194.56,16.05,5.61,TRK893310,PO782583
SO10325,2,58,32,1,1,3,20240106,20240116,20240109,2,52.24,104.48,0.0,23.3,46.6,104.48,8.62,4.13,TRK467355,PO413735
SO10326,3,18,73,1,1,1,20240910,20240914,20240913,3,529.51,1588.53,0.0,312.58,937.74,1588.53,131.05,40.5,TRK576378,PO202747
SO10327,3,55,38,1,1,1,20240304,20240313,20240306,3,48.64,145.92,0.0,23.6,70.8,145.92,12.04,3.54,TRK809699,PO651818
SO10328,4,67,104,3,2,4,20250821,20250831,20250827,3,68.93,206.79,20.68,28.93,86.79,186.11,15.35,4.23,TRK867260,PO537174
SO10329,2,19,42,1,3,5,20250413,20250418,20250419,2,3766.58,7533.16,0.0,2212.17,4424.34,7533.16,621.49,191.31,TRK577555,PO596349
SO10330,1,21,9,1,3,5,20240501,20240510,20240502,2,3695.11,7390.22,0.0,2013.24,4026.48,7390.22,609.69,100.7,TRK648171,PO260751
SO10331,4,48,31,4,2,4,20241106,20241113,20241110,1,690.18,690.18,103.53,452.27,452.27,586.65,48.4,6.36,TRK151014,PO419987
SO10332,1,28,73,2,1,1,20250515,20250518,20250516,1,2500.86,2500.86,125.04,1544.51,1544.51,2375.82,196.01,62.78,TRK537859,PO604550
SO10332,2,40,147,1,4,6,20241211,20241220,20241215,2,2294.32,4588.64,0.0,1421.92,2843.84,4588.64,378.56,160.76,TRK898963,PO245251
SO10332,4,59,130,1,1,1,20240601,20240609,20240602,3,47.42,142.26,0.0,22.49,67.47,142.26,11.74,4.84,TRK506045,PO344131
SO10333,2,44,102,1,3,5,20251117,20251127,20251123,2,801.07,1602.14,0.0,461.7,923.4,1602.14,132.18,29.35,TRK841561,PO126008
SO10334,1,40,147,1,4,6,20251021,20251025,20251023,2,2294.32,4588.64,0.0,1421.92,2843.84,4588.64,378.56,177.37,TRK697944,PO647098
SO10335,4,61,49,3,4,6,20240503,20240508,20240504,4,51.06,204.24,20.42,22.14,88.56,183.82,15.17,3.35,TRK188759,PO946118
SO10336,3,42,137,1,2,4,20250518,20250521,20250521,2,2416.26,4832.52,0.0,1576.33,3152.66,4832.52,398.68,111.68,TRK500567,PO369670
SO10337,3,15,24,1,4,6,20241019,20241024,20241021,1,570.02,570.02,0.0,315.14,315.14,570.02,47.03,10.07,TRK527060,PO811572
SO10338,3,8,44,4,1,1,20240704,20240707,20240710,2,1689.57,3379.14,506.87,956.83,1913.66,2872.27,236.96,33.76,TRK249380,PO532876
SO10339,2,34,83,4,1,1,20240503,20240506,20240505,2,748.1,1496.2,224.43,449.62,899.24,1271.77,104.92,21.86,TRK616926,PO633328
SO10340,4,50,130,1,1,1,20241121,20241201,20241126,1,37.64,37.64,0.0,13.75,13.75,37.64,3.11,0.84,TRK764316,PO345094
SO10340,2,35,5,4,2,4,20251122,20251126,20251124,2,758.91,1517.82,227.67,467.94,935.88,1290.15,106.44,42.43,TRK419409,PO695848
SO10341,2,58,105,3,1,2,20250527,20250602,20250603,1,52.24,52.24,5.22,23.3,23.3,47.02,3.88,1.84,TRK920011,PO357070
SO10341,2,55,138,1,4,6,20240102,20240112,20240109,4,48.64,194.56,0.0,23.6,94.4,194.56,16.05,5.57,TRK100569,PO163098
SO10342,3,35,124,1,2,4,20251127,20251206,20251130,2,758.91,1517.82,0.0,467.94,935.88,1517.82,125.22,53.54,TRK147694,PO269257
SO10343,4,9,137,1,2,4,20240505,20240510,20240511,1,1576.2,1576.2,0.0,963.57,963.57,1576.2,130.04,42.08,TRK321092,PO740098
SO10344,3,41,130,4,1,1,20251012,20251019,20251019,3,2407.41,7222.23,1083.33,1425.74,4277.22,6138.9,506.46,191.73,TRK458224,PO320855
SO10344,2,43,118,3,4,6,20240516,20240519,20240521,1,2345.63,2345.63,234.56,1415.45,1415.45,2111.07,174.16,51.29,TRK533232,PO682788
SO10344,4,51,126,1,1,2,20251026,20251030,20251031,4,7.37,29.48,0.0,2.07,8.28,29.48,2.43,0.32,TRK804900,PO229410
SO10344,4,49,91,1,2,4,20240630,20240703,20240701,2,800.9,1601.8,0.0,463.15,926.3,1601.8,132.15,38.25,TRK109818,PO332281
SO10345,2,36,6,3,1,2,20250101,20250107,20250102,3,745.84,2237.52,223.75,520.44,1561.32,2013.77,166.14,69.45,TRK345637,PO617795
